Repository,Last_Commit_Content,Fail_To_Parse,task_config_parameter,task_trigger_parameter,input_file_setting,required_item,model_env,model,model_parameter,prompt,prompt_setting,output_setting,other
TeTedo/NFT_lottery,"name: CR - Code Review By Chat Gpt

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, synchronize]

jobs:
  codeReviewByChatGpt:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          LANGUAGE: Korean
",False,False,False,False,False,False,False,False,True,False,False
gfargo/coco,"name: AI Review
permissions:
  contents: read
  pull-requests: write
on:
  pull_request:
    types:
      - opened
      - reopened
      - synchronize
jobs:
  test:
    if: ${{ contains(github.event.*.labels.*.name, 'gpt review') }} # Optional; to run only when a label is attached
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: '${{ secrets.GITHUB_TOKEN }}'
          OPENAI_API_KEY: '${{ secrets.OPENAI_API_KEY }}'
",False,False,False,False,False,False,False,False,False,False,False
yuriykulikov/AlarmClock,"name: ChatGPT Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, reopened, synchronize]

jobs:
  ChatGPT:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          MODEL: gpt-3.5-turbo
          top_p: 1
          temperature: 1
",False,False,False,False,False,True,True,False,False,False,False
COS-project/cos-frontend,"name: Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, synchronize]

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.GPT_KEY }}
          LANGUAGE: Korean
          MODEL: gpt-3.5-turbo
",False,False,False,False,False,True,False,False,True,False,False
gravis-os/gravis-os,"name: ChatGPT Code Reviewer

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, reopened, synchronize]

jobs:
  test:
    if: ${{ contains(github.event.*.labels.*.name, 'GPT Review') }} # Optional; to run only when a label is attached
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
",False,False,False,False,False,False,False,False,False,False,False
NU-WA-Project/FE,"name: Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, reopened, synchronize]
    branches:
      - '*'
      - '!main'

jobs:
  test:
    # if: ${{ contains(github.event.*.labels.*.name, 'gpt review') }} # Optional; to run only when a label is attached
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          # Optional
          LANGUAGE: Korean
          OPENAI_API_ENDPOINT: https://api.openai.com/v1
          MODEL: gpt-3.5-turbo # https://platform.openai.com/docs/models
          PROMPT:
          top_p: 1 # https://platform.openai.com/docs/api-reference/chat/create#chat/create-top_p
          temperature: 1 # https://platform.openai.com/docs/api-reference/chat/create#chat/create-temperature
          max_tokens: 3500
          MAX_PATCH_LENGTH: 10000 # if the patch/diff length is large than MAX_PATCH_LENGTH, will be ignored and won't review. By default, with no MAX_PATCH_LENGTH set, there is also no limit for the patch/diff length.
",False,False,False,True,True,True,True,True,True,False,False
team-collabor/coworkers,"name: Code Review with ChatGPT

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, reopened, synchronize]

jobs:
  test:
    # if: ${{ contains(github.event.*.labels.*.name, 'gpt review') }} # Optional; to run only when a label is attached
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          # Optional
          LANGUAGE: Korean
          OPENAI_API_ENDPOINT: https://api.openai.com/v1
          MODEL: gpt-3.5-turbo # https://platform.openai.com/docs/models
",False,False,False,False,True,True,False,False,True,False,False
hyperskill/mobile-app,"name: GPT Code Review

on:
  pull_request:
    types: [opened, reopened, synchronize]

concurrency:
  group: ${{ github.workflow }}-${{ github.ref_name }}
  cancel-in-progress: true

permissions:
  contents: read
  pull-requests: write

jobs:
  code-review:
    if: ${{ contains(github.event.*.labels.*.name, 'gpt-review') }}
    runs-on: ubuntu-latest
    timeout-minutes: 5
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          LANGUAGE: English
          OPENAI_API_ENDPOINT: https://api.openai.com/v1
          MODEL: gpt-3.5-turbo-16k # https://platform.openai.com/docs/models
          PROMPT: 'Provide suggestions for improving the changes in this PR. If the PR has no clear issues, mention that no suggestions are needed. You must look at the code to see if there are any bugs, improvements, or optimizations. You must praise good changes. You must ask questions if something is not clear. This PR is for the Kotlin Multiplatform Mobile project, where the main languages are Kotlin and Swift.'
          top_p: 1 # https://platform.openai.com/docs/api-reference/chat/create#chat/create-top_p
          temperature: 1 # https://platform.openai.com/docs/api-reference/chat/create#chat/create-temperature
          max_tokens: 10000
          MAX_PATCH_LENGTH: 10000 # if the patch/diff length is large than MAX_PATCH_LENGTH, will be ignored and won't review.",False,False,False,True,True,True,True,True,True,False,False
TUSB/TheUnusualSkyBlock,"# kics-scan disable=555ab8f9-2001-455e-a077-f2d0f41e2fb9
---
name: PR Code Review
on:
  pull_request:
    types:
      - ready_for_review
      - synchronize
permissions:
  contents: read
  pull-requests: write

jobs:
  review:
    runs-on: ubuntu-latest
    steps:
      # 1) issue_commentイベントならPR情報(HEAD SHA)を取得
      - name: Retrieve PR HEAD SHA (for issue_comment only)
        if: ${{ github.event_name == 'issue_comment' }}
        id: pr-info
        uses: actions/github-script@v6.3.0
        with:
          github-token: ${{ secrets.GITHUB_TOKEN }}
          script:
            |
            // コメントされたIssueがPull Requestであることを前提
            const prNumber = context.payload.issue.number;
            // PR情報を取得
            const { data: pr } = await github.pulls.get({
              owner: context.repo.owner,
              repo: context.repo.repo,
              pull_number: prNumber
            });
            // HEADのSHAを出力
            core.setOutput('sha', pr.head.sha);

      # 2) チェックアウト (コメントのときは上ステップから取得したSHA, PRイベントならPull RequestのSHA)
      - name: Checkout
        uses: actions/checkout@v4
        with:
          ref: ${{ steps.pr-info.outputs.sha || github.event.pull_request.head.sha }}

      # 3) 現在のコミットがマージコミットかを判定
      - name: Check if current commit is a merge commit
        id: check_merge
        run:
          |
          # 実際にチェックアウトしているコミットSHAを確認
          CURRENT_SHA=""${{ steps.pr-info.outputs.sha || github.event.pull_request.head.sha }}""
          PARENTS_COUNT=$(git rev-list --parents -n 1 ""${CURRENT_SHA}"" | wc -w)
          # 親が1つであれば (コミットID + 親1つ) = 2単語
          # 親が2つなら (コミットID + 親2つ) = 3単語 以上となるので、
          # 3以上ならマージコミットとみなす
          if [ ""${PARENTS_COUNT}"" -ge 3 ]; then
            echo ""is_merge=true"" >> ""${GITHUB_OUTPUT}""
          else
            echo ""is_merge=false"" >> ""${GITHUB_OUTPUT}""
          fi

      # 4) マージコミットならスキップ
      - name: Skip on merge commit
        if: steps.check_merge.outputs.is_merge == 'true'
        run:
          |
          echo ""This is a merge commit. Skipping this job.""
          exit 0

      # 5) ChatGPTを用いた自動コードレビュー
      - uses: anc95/ChatGPT-CodeReview@main
        if:
          >
          (
            (github.event_name == 'pull_request' && github.event.action == 'ready_for_review')
          )
          ||
          (
            (github.event_name == 'pull_request' && github.event.action == 'synchronize'
             && contains(github.event.pull_request.labels.*.name, 'プリーズレビュー'))
          )
        env:
          GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.OPENAI_API_KEY }}
          LANGUAGE: Japanese
          OPENAI_API_ENDPOINT: https://api.openai.com/v1
          MODEL: o1-mini
          PROMPT:
            |
            Request: perform PR review mcfuntion code for Minecraft 1.21.1
            Role: Respond as code reviewer for Minecraft distribution world “The Unusual SkyBlock”.
            Regulation: keep brief to point, 50-300 words or less
            Rule:
            . Avoid hallucination provide reliable information.
            . do not copy answers, use original content.
            . review code in Minecraft 1.21.1
            Review Refine:
            . check quality readability code
            . Evaluate impact proposed changes on existing functionality
            . identify performance concerns
            . identify potential impact on gameplay aware of changes affect gameplay
            Reference:
            - Repository: [The Unusual SkyBlock](https://github.com/TUSB/TheUnusualSkyBlock)
            - Documentation:
              - [GitHub Wiki](https://github.com/TUSB/TheUnusualSkyBlock/wiki/Top)
              - [Seesaawiki](https://seesaawiki.jp/theunusualskyblock/)
            Run Scenario: respond as code reviewer.
          top_p: 1
          temperature: 1
          MAX_PATCH_LENGTH: 10000
          IGNORE_PATTERNS: ./*,*.md
",False,False,False,True,True,True,True,True,True,False,False
LESSERAFIM-Aespa/TripMate,"name: Code Review

permissions:
  contents: read
  pull-requests: write

on:
  pull_request:
    types: [opened, synchronize]

jobs:
  test:
    runs-on: ubuntu-latest
    steps:
      - uses: anc95/ChatGPT-CodeReview@main
        env:
          GITHUB_TOKEN: ${{ secrets.TEST_TOKEN }}
          OPENAI_API_KEY: ${{ secrets.GIT_API_KEY }}
          LANGUAGE: Korean
",False,False,False,False,False,False,False,False,True,False,False
